Returned byte 0x48
Returned byte 0x34
Returned byte 0x33
0.051825 -0.255474 0.309489
0.041606 -0.235766 0.329197
0.029197 -0.213139 0.351095
0.011679 -0.190511 0.367883
-0.000730 -0.166423 0.387591
-0.013869 -0.137226 0.400000
-0.029927 -0.112409 0.413869
-0.043796 -0.094161 0.425547
-0.061314 -0.069343 0.435037
-0.073723 -0.048905 0.442336
-0.087591 -0.035036 0.445985
-0.101460 -0.016788 0.448175
-0.110949 -0.004380 0.452555
-0.123358 0.010219 0.451095
-0.127007 0.015328 0.453285
-0.132117 0.027007 0.453285
-0.135036 0.032847 0.456934
-0.135766 0.037226 0.455474
-0.134307 0.043796 0.454015
-0.132117 0.046715 0.455474
-0.132117 0.048905 0.455474
-0.134307 0.048175 0.455474
-0.134307 0.049635 0.459854
-0.130657 0.046715 0.456204
-0.135036 0.045255 0.457664
-0.133577 0.037956 0.455474
-0.132117 0.035036 0.455474
-0.132117 0.028467 0.452555
-0.133577 0.020438 0.457664
-0.129197 0.013139 0.454745
-0.127007 0.005109 0.453285
-0.127737 -0.008759 0.450365
-0.127007 -0.018978 0.453285
-0.127007 -0.032847 0.443796
-0.124818 -0.044526 0.440876
-0.122628 -0.062774 0.438686
-0.121898 -0.080292 0.432117
-0.122628 -0.100730 0.427007
-0.124088 -0.117518 0.418978
-0.125547 -0.137226 0.408759
-0.129197 -0.159124 0.400000
-0.132117 -0.176642 0.389781
-0.137226 -0.200000 0.377372
-0.144526 -0.221168 0.362044
-0.154015 -0.240146 0.345985
-0.161314 -0.257664 0.329197
-0.169343 -0.274453 0.313139
-0.172263 -0.293431 0.297080
-0.182482 -0.310219 0.277372
-0.189781 -0.327737 0.256934
-0.196350 -0.339416 0.240876
-0.211679 -0.350365 0.217518
-0.222628 -0.364964 0.193431
-0.237226 -0.375182 0.172263
-0.247445 -0.386861 0.148905
-0.259854 -0.391971 0.127007
-0.274453 -0.399270 0.105109
-0.288321 -0.405839 0.084672
-0.302920 -0.403650 0.064234
-0.316058 -0.403650 0.050365
-0.331387 -0.402920 0.037226
-0.348905 -0.400000 0.030657
-0.367153 -0.392701 0.026277
-0.380292 -0.383212 0.031387
-0.397810 -0.371533 0.037956
-0.413139 -0.362044 0.044526
-0.426277 -0.348905 0.056204
-0.442336 -0.337956 0.061314
-0.450365 -0.324088 0.075912
-0.459124 -0.311679 0.089781
-0.465693 -0.300000 0.099270
-0.472263 -0.290511 0.112409
-0.479562 -0.281752 0.119708
-0.481752 -0.272993 0.129927
-0.486861 -0.262044 0.137956
-0.491241 -0.251095 0.144526
-0.497810 -0.244526 0.149635
-0.504380 -0.234307 0.154015
-0.507299 -0.224088 0.162774
-0.512409 -0.211679 0.168613
